,type,url,headline,euRelation,countryOfOrigin,claimreviewed,source_url,date_published_parsed
124,Debunk,https://www.newtral.es/bandera-palestina-francia-fake/20240709/,This video of people waving Palestinian flags does not correspond to the celebration of the election result in France,Indirect,ES,"The left celebrates the victory of the elections in France with Palestinian flags and not a single French flag, as can be seen in this video.",https://x.com/vitoquiles/status/1810240683850039322,2024-07-09 14:31:47.000
125,Debunk,https://raskrinkavanje.ba/analiza/zelenski-nije-kupio-kiparski-kasino,Zelenski nije kupio kiparski kasino,Indirect,BA,"Zelenski kupio Vuni Palace Casino Hotel u mjestu Kirenija, na sjevernoj obali Kipra.",https://t.me/novisiromzatvorenihociju/6601,2024-07-09 13:03:09.695
126,Debunk,https://verifica.efe.com/falso-no-es-la-celebracion-electoral-en-francia-es-una-manifestacion-propalestina/,"It's not an electoral celebration in France, it's a pro-Palestinian protest",Indirect,ES,"Protesters celebrating the victory of the left in the legislative elections wave flags of Palestine and other Arab countries, but no French flag",https://x.com/AgusRockstain/status/1810207216349102584,2024-07-09 12:58:30.000
127,Debunk,https://demagog.org.pl/fake_news/czy-uefa-ukarala-reprezentacje-danii-za-lot-samolotem-wyjasniamy/,Did UEFA penalise Denmark's national team for flying the plane? We explain,Indirect,PL,The Danish national team was punished by UEFA for choosing a plane instead of another means of transport during Euro 2024,https://www.facebook.com/GorniczaBrac/posts/pfbid02b7wkG2qhapqLZPZXJkyq55SJxFvxem35pj8R15BuB2CG77YcE8vCnhUiKuKtmCywl,2024-07-09 12:45:21.000
128,Debunk,https://verifica.efe.com/bandera-celebracion-victoria-izquierda-francia-pertenece-inmigrantes/,A flag celebrating the victory of the left does not say that France “belongs to immigrants”,Direct,ES,People celebrate the victory of the left in France with a flag that says “France belongs to immigrants”,https://x.com/ElTrumpista/status/1810031682604417092,2024-07-09 12:31:51.000
129,Debunk,https://demagog.org.pl/fake_news/elity-chca-spowodowac-globalna-kleske-glodu-sprawdzamy/,Elites want to cause a,Direct,PL,"Thirteen countries, including the United States, have signed the World Economic Forum treaty to create an ethical, global famine",https://www.facebook.com/swiadomijedrzejowokolice/videos/1505916727016194,2024-07-09 11:52:38.000
130,Debunk,https://www.factchecker.gr/2024/07/09/missile-that-struck-hospital-in-kiev-is-russian-made-kh101-and-not-american-made-aim120/,"The missile that hit the children's hospital in Kiev was Russian, not Ukrainian",Indirect,GR,The missile that hit the children's hospital in Kiev was Ukrainian,https://x.com/loraavra/status/1810561349795139602,2024-07-09 10:46:21.000
131,Debunk,https://raskrinkavanje.ba/analiza/ratko-mladic-ponovo-umro-na-drustvenim-mrezama,Ratko Mladić ponovo “umro” na društvenim mrežama,Indirect,BA,Umro Ratko Mladić u Hagu.,https://x.com/biljanicaaa/status/1809896005069865195?t=pMf0m467d_AlyAJWOINP8A&s=19,2024-07-09 09:38:07.569
132,Debunk,https://www.factchecker.gr/2024/07/09/video-is-not-recent-from-paris-but-older-from-moscow/,The video of Muslims praying is not from Paris but from Moscow,Indirect,GR,Massive Muslim prayer in Paris,https://x.com/NikKo_ial/status/1809876229853499903,2024-07-09 07:40:01.000
133,Debunk,https://www.factchecker.gr/2024/07/09/video-is-from-2019-and-not-related-to-recent-french-elections/,"This Video of Muslims ""Celebrating"" Has Nothing to Do With the French Election",Indirect,GR,Muslims in Place de la République in Paris are celebrating the results of the French Elections,https://www.tiktok.com/@nikosmonoellhnikhlysh/video/7389163708259388705?lang=en,2024-07-09 06:09:08.000
134,Debunk,https://maldita.es/malditobulo/20240709/Protestas-Paris-musulmanes-rezo/,"The hoax about Muslims that “decide to pray in the street, annoying people” instead of going to one of the 2.300 mosques: it is a protest in 2017 over the closure of a mosque",Indirect,ES,Muslims now praying in the streets of Paris to stop traffic,https://x.com/FDW_VB/status/1771798406073106611,2024-07-09 00:00:00.000
135,Debunk,https://verifica.efe.com/no-consta-que-melenchon-haya-prometido-que-el-arabe-sera-lengua-oficial-en-francia/,It is not known that Melenchon has promised that Arabic will be an official language in France,Direct,ES,Leftist leader Melenchon has promised that Arabic will be an official language in France,https://www.facebook.com/permalink.php?story_fbid=pfbid02T2nBUK4JfaaizGR7SMXGWBifN58aJZkziwkuUMDCnsLgmShRTeEVr2FrWuZEPjv5l&id=100073310320649,2024-07-08 15:15:26.000
136,Debunk,https://www.newtral.es/melenchon-arabe-oficial-bulo/20240708/,There are no records of Jean-Luc Mélenchon promising that Arabic will be an “official language in France”,Indirect,ES,"Jean-Luc Mélenchon, one of the leaders of the New Popular Front, has promised that Arabic will be an official language in France.",https://x.com/Puntual24H/status/1810033448792572128,2024-07-08 14:37:14.000
137,Debunk,https://provjeracinjenica.afp.com/doc.afp.com.363768V,Olena Zelenska did not buy the latest Bugatti: fictional evidence comes from an inauthentic pro-Russian site,Indirect,HR,Olena Zelenska bought a new Bugatti car with taxpayer money,https://t.me/ProbudjeniHR/12578,2024-07-08 14:33:00.000
138,Debunk,https://www.ellinikahoaxes.gr/2024/07/08/dilose-o-genikos-grammateas-tou-nato-oti-i-promitheia-oplon-stin-oukrania-tha-einai-ypochreotiki-gia-ta-krati-meli/,Has the NATO Secretary General stated that the supply of arms to Ukraine will be mandatory for member states?,Direct,GR,Jens Stoltenberg said arms supplies to Kiev will become mandatory for all NATO member states,https://warnews247.gr/diethnh/nato/krisimes-oi-ekloges-sth-gallia-sxedio-makron-gia-polemo-eurwphs-rwsias-ypoxrewtikes-oi-promhtheies-oplwn-pros-to-kiebo-gia-tis-xwres-tou-nato/?fbclid=IwZXh0bgNhZW0CMTEAAR1erA5EY5seiOvBoozAfdHLZkRtWcqtr8iti26JbSJbVCt_Md1Q8lapiKM_aem_Ezg4VCzsf41JbNEaYdBlFQ#google_vignette,2024-07-08 12:56:16.000
139,Debunk,https://www.ellinikahoaxes.gr/2024/07/08/vinteo-apeikonizei-palaistinious-aichmalotous-se-fylaki-tou-israil/,Video depicts Palestinian prisoners in an Israeli jail?,Indirect,GR,Video shows Palestinian prisoners in Israeli prison,https://x.com/AretiAthanasiu/status/1807108428180988265,2024-07-08 12:27:28.000
140,Factcheck,https://faktencheck.afp.com/doc.afp.com.362D79W,AfD MEP disseminates false information about deaths following the corona vaccination,Direct,DE,17 million people have died worldwide due to mRNA vaccinations,https://x.com/kripp_m/status/1799295158816776604,2024-07-08 09:54:00.000
141,Debunk,https://www.ostro.si/si/razkrinkavanje/objave/planet-lepote-psevdoznanstveno-o-izginjanju-kromosoma-y,Planet of Beauty pseudoscientific about the disappearance of the Y chromosome,Indirect,SI,"“Experts say that the Y chromosome disappears, and with it the male sex and the human species.”",https://m.planet-lepote.com/strokovnjaki-pravijo-da-kromosom-y-izginja-s-tem-pa-tudi-moski-spol-in-cloveska-vrsta/,2024-07-08 04:00:00.000
142,Debunk,https://maldita.es/malditobulo/20240708/bandera-palestina-elecciones-francia/,"No, this video with Palestinian flags is not about the celebration of the election results in France: it's a demonstration in June",Indirect,ES,The French celebrate the election results with flags of Palestine and not of France,https://x.com/vitoquiles/status/1810240683850039322,2024-07-08 00:00:00.000
143,Debunk,https://maldita.es/malditobulo/20240708/bandera-francia-inmigrantes-paris/,"No, this French flag doesn't say that “France belongs to immigrants”: the translation is that “France is a fabric of migrations”",Indirect,ES,Celebration in France with Islamic flags and a giant French flag that reads “France belongs to immigrants”,https://x.com/ModoAlt/status/1810034317298471394,2024-07-08 00:00:00.000
144,Debunk,https://maldita.es/malditobulo/20240708/nuevo-frente-popular-lider-arabe-lengua-oficial-francia/,"No, Jean-Luc Mélenchon of the New Popular Front has not promised that Arabic “will be an official language in France”",Indirect,ES,Jean-Luc Mélenchon promises that Arabic will be an official language in France,https://x.com/Puntual24H/status/1810033448792572128,2024-07-08 00:00:00.000
145,Debunk,https://www.factchecker.gr/2024/07/06/starmer-not-a-puppet-of-wef/,"Keir Starmer, the new Prime Minister of the United Kingdom is not a puppet of the WEF",Indirect,GR,New British prime minister Keir Starmer is a WEF puppet,https://x.com/mdenaxa/status/1809148187627717069,2024-07-06 10:37:29.000
146,Debunk,https://factual.afp.com/doc.afp.com.362T989,Video of La Malagueta in Spain full of garbage is falsely linked to an environmental festival,Indirect,ES,Video of La Malagueta beach full of garbage after an environmental festival,https://twitter.com/Jorge_PalaciosP/status/1807352022821200223,2024-07-05 21:28:00.000
147,Debunk,https://verificat.afp.com/doc.afp.com.362D7RQ,Olena Zelenska did not buy the new Bugatti car model: the manufactured proof comes from an inauthentic pro-Russian site,Indirect,RO,The wife of the Ukrainian president Olena Zelenska bought a Bugatti car for 4.5 million euros,https://www.facebook.com/ionel.iordache.3/posts/7745195188929844,2024-07-05 15:09:00.000
148,Debunk,https://verifica.efe.com/magrebies-boda-francia-novia-violacion-falso/,It is not true that a Maghrebi group raped a bride at her wedding in France,Indirect,ES,"A Maghrebi group enters a wedding in France, kills a 20-year-old boy and rapes the bride",https://x.com/Patrioticos_RD/status/1807766510443614420,2024-07-05 14:54:05.000
149,Debunk,https://faktencheck.afp.com/doc.afp.com.362L3AM,This photo is from 2015 and shows a train destroyed by soccer fans,Indirect,DE,"Photo shows train destroyed by Antifa, Grüner Jugend, Verdi and DGB",https://www.tiktok.com/@darfmandas1/photo/7385927744036637984?_d=secCgYIASAHKAESPgo8blL9i3zuc2%2FVfKSX%2B2fE5Yj62zLk3dNvtDg%2Bmf5kk%2BH%2FQGM8vJjeMTqM1sqkpK0aPr7PKqAPABgxzbVcGgA%3D&_r=1&aweme_type=150&checksum=ba60601f86f76c1a86796d1b984557c22636e07ef7809df7fda5a9ab450f33b5&pic_cnt=1&preview_pb=0&sec_user_id=MS4wLjABAAAA5lwKs9KKg9aoOKSpxKJVaJEx0-5CKbUrmghZ3Y04tEc7RtvT66W30aA0_GBT_pRW&share_app_id=1233&share_item_id=7385927744036637984&share_link_id=c6df0175-539b-411e-bc51-1d10b74c4898&sharer_language=de&social_share_type=14&source=h5_m&timestamp=1719901525&u_code=e7jk3dmia69jdd&ug_btm=b2001&ug_photo_idx=0&ugbiz_name=UNKNOWN&user_id=7228849852897084422&utm_campaign=client_share&utm_medium=android&utm_source=facebook,2024-07-05 14:11:00.000
150,Debunk,https://cinjenice.afp.com/doc.afp.com.362F42Y,Olena Zelenskaya did not buy the latest Bugatti car: the manufactured evidence comes from an inauthentic pro-Russian site,Indirect,RS,Olena Zelenska bought the latest Bugatti car,https://sputnikportal.rs/20240701/mediji-supruga-zelenskog-kupila-najskuplji-automobil-na-svetu-foto-1174302041.html,2024-07-05 12:45:00.000
151,Debunk,https://www.dogrula.org/dogrulamalar/video-antalyada-suriyeliler-yonelik-gerceklesen-bir-linc-girisimini-mi-gosteriyor/,Does the video show a lynching attempt against Syrians in Antalya?,Indirect,TR,"Alleged lynching of Syrians in Antalya.
The video is outdated, from 2023, and was recorded in Mersin, not Antalya.
There is no information that any of the fighting groups are Syrian",https://archive.md/Py2By,2024-07-05 10:53:46.000
152,Debunk,https://demagog.org.pl/fake_news/zdjecie-artysty-lgbtqia-z-synem-zostalo-wyrwane-z-kontekstu/,The photo of the Argentine artist with his son was taken out of context,Direct,PL,The singer gives the child a microphone between his legs,https://www.facebook.com/permalink.php?story_fbid=pfbid023iD35vGYQkH5qfLhoVzCB3FDuErVnCsXhfvEwiF79c6RgUqML9JbPuCHaSLz6Gjdl&id=100064207682528,2024-07-05 09:57:33.000
153,Debunk,https://info-veritas.com/desinformacion-video-no-biden-medalla-al-reves/,This video doesn't show Biden putting a medal upside down,Indirect,ES,He turned the medal upside down... Biden made the day for me today,https://x.com/Capitana_espana/status/1808388823216275617,2024-07-05 08:37:30.000
154,Debunk,https://mythdetector.ge/ka/volodimir-zelenskis-narkodamokidebulebaze/,"ANOTHER VIDEO FABRICATION ABOUT VOLODYMYR ZELENSKY'S ALLEGED ""DRUG ADDICTION"".",Indirect,GE,The video confirms that Zelenskyy is a drug addict,https://www.facebook.com/61551121113676/videos/474567701888747/?rdid=iSA5aSI6tIccUGZf&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2Fv%2FemxQPi8vDYAhkQ9h%2F,2024-07-05 08:32:28.000
155,Factcheck,https://www.ostro.si/si/razkrinkavanje/objave/slovenija-ni-edina-drzava-ki-sofinancira-mentorje-prostovoljcev,Slovenia is not the only country that co-finances volunteer mentors,Indirect,SI,"“Government, €12.6 million for 180 jobs for mentors and coordinators in voluntary and non-governmental organizations. Slovenia is the only country that funds volunteer mentors.”",https://x.com/LotricMarko/status/1799410931937501554,2024-07-05 04:00:00.000
156,Debunk,https://maldita.es/malditobulo/20240705/pastillas-gros-marroquies-violacion/,The alleged rape of a man by “two Moroccans” after forcing him to ingest pills in the Gros neighborhood (San Sebastián): there is no evidence and the Ertzaintza and the local police say they have no record,Indirect,ES,Two Moroccans rape a man in the neighborhood of Gros (San Sebastián),,2024-07-05 00:00:00.000
157,Debunk,https://napravoumiru.afp.com/doc.afp.com.362Q36V,"Olena Zelenskaya did not buy a luxury Bugatti, fake “evidence” came from a pro-Russian site",Indirect,CZ,Olena Zelenska bought a luxury sports car Bugatti Tourbillon,https://www.facebook.com/permalink.php?story_fbid=pfbid0r6AY9zbwsfh9nS7K751uEJVpP2ZhjjQAn9n6V3Xhn5nxFRBmidNcauLfBzXsvF65l&id=100030177978786,2024-07-04 18:52:00.000
158,Debunk,https://verifica.efe.com/falso-musulmanes-que-protestan-orando-en-una-calle-en-2017/,They are Muslims who are protesting praying in the street in 2017,Indirect,ES,Muslims pray on a street in Paris and interrupt the normality of the citizens of Paris,https://x.com/CapitanBitcoin/status/1808206275593097673,2024-07-04 16:18:47.000
159,Debunk,https://demagog.org.pl/fake_news/migrant-w-warszawie-zniszczyl-tramwaj-to-stare-wideo-z-francji/,A migrant in Warsaw destroyed a tram? This is an old video from France,Indirect,PL,A migrant in Warsaw devastated a tram,https://x.com/_JustMr__/status/1808073516249468988?t=9nlkFT3mrmr-jT4O-ZGRzA&s=19,2024-07-04 15:07:13.000
160,Debunk,https://www.newtral.es/mujer-zelenski-bugatti-fake/20240704/,Zelenski's wife has not bought a Bugatti Tourbillon valued at four million euros in France,Indirect,ES,"Zelenski's wife, Olena Zelenska, has bought the new Bugatti Tourbillon valued at four million euros.",https://x.com/mar_rojo_/status/1808028921423901012,2024-07-04 14:23:14.000
161,Debunk,https://www.ellinikahoaxes.gr/2024/07/04/rosiki-propaganda-gia-dithen-agora-polytelous-aftokinitou-enanti-45-ekatommyrion-evro-apo-tin-olena-zelenska/,Russian propaganda about the alleged purchase of a luxury car for 4.5 million euros by Olena Zelenska,Indirect,GR,"Volodymyr Zelensky's wife, Olena Zelenska, bought a luxury Bugatti Tourbillon for 4.5 million euros",https://www.facebook.com/john.kountouris.338/posts/pfbid02MbABgikpxe1XJJdCLPvBnsUJQooB3rJuXVD6RaE52DLpMbJSn16vWwK2kXP4Q1KSl,2024-07-04 12:25:14.000
162,Debunk,https://correctiv.org/faktencheck/2024/07/04/auch-vor-dubai-steigt-der-meeresspiegel-video-im-netz-fuehrt-in-die-irre/,Sea levels are rising even off Dubai — video on the web is misleading,Indirect,DE,Sea levels on the Dubai coast have not risen since 1984,https://x.com/wideawake_media/status/1797229405611122702,2024-07-04 12:22:10.000
163,Debunk,https://dpa-factchecking.com/germany/240703-99-622078/,Election results only came after the garbage can fire in Bobigny,Indirect,DE,French activists set fire to Bobigny out of anger over the election results in France,,2024-07-04 10:30:25.000
164,Debunk,https://info-veritas.com/desinformacion-video-musulmanes-rezando-calle-protesta-2017/,This video of Muslims praying in the street is from a 2017 protest,Direct,ES,"There are 2300 mosques in France but they decide to pray in the street, annoying people. Why?",https://x.com/CapitanBitcoin/status/1808206275593097673,2024-07-04 09:10:19.000
165,Debunk,https://factcheckgreek.afp.com/doc.afp.com.362E7CK,Study misleadingly used linking Covid-19 vaccines to increased mortality,Indirect,GR,Covid-19 vaccines may have contributed to rise in excess deaths,https://www.facebook.com/permalink.php?story_fbid=pfbid02jm7FeNQAMQ7Kcxwp2eF4ouFNcLKe2idBjinSK7bKddCyaGrkKum5QYdsavzFYGJ5l&id=100094504758157,2024-07-04 09:06:00.000
166,Debunk,https://factcheckgreek.afp.com/doc.afp.com.362M6NY,Video of prescribed burning in the United States misrepresented online,Indirect,GR,"This video shows the ignition of a forest fire, proving the non-existence of climate change",https://www.facebook.com/j.ntomalis/videos/328850520159392/,2024-07-04 08:51:00.000
167,Debunk,https://www.factchecker.gr/2024/07/04/the-ioc-president-is-not-considering-canceling-the-paris-olympics/,IOC president is not considering canceling the Olympics because of the elections in France,Indirect,GR,"The IOC president has given himself until mid-July to confirm, cancel or postpone the Paris Games",https://x.com/mdenaxa/status/1808561885505024119,2024-07-04 07:57:51.000
168,Debunk,https://maldita.es/malditobulo/20240704/jovenes-francia-voto-agrupacion-nacional/,"The statement that says that 70% of children under 24 in France voted for National Rally: there is no evidence, the meaning of voting by age and polls estimated up to 33%",Indirect,ES,70% of French young people under 24 voted for National Rally in legislative elections,https://x.com/Puntual24H/status/1808124520697311533,2024-07-04 00:00:00.000
169,Debunk,https://verifica.efe.com/un-juez-en-kentucky-no-ha-vetado-la-adopcion-de-ninos-a-parejas-del-mismo-sexo/,A judge in Kentucky has not vetoed the adoption of children to same-sex couples,Indirect,ES,A Kentucky judge denies that same-sex couples have the right to adoption,https://www.facebook.com/reel/1176904973534007,2024-07-03 17:56:43.000
170,Debunk,https://factuel.afp.com/doc.afp.com.362D4GK,The new Bugatti car bought by the Ukrainian first lady? It's wrong,Indirect,FR,The Ukrainian first lady bought the new Bugatti,https://x.com/BPartisans/status/1807791761059647651,2024-07-03 16:30:00.000
171,Debunk,https://demagog.org.pl/fake_news/rosja-zaatakowala-centrum-nato-w-ukrainie-to-falszywa-informacja/,Russia attacked the NATO center in Ukraine? This is false information,Indirect,PL,Russia destroyed NATO's operations center in Ukraine,https://www.tiktok.com/@dominik6193/photo/7385294504913341729,2024-07-03 15:14:14.000
172,Debunk,https://faktencheck.afp.com/doc.afp.com.362D2J8,This video doesn't show a Spanish beach after an environmental festival,Indirect,DE,This video shows the beach in Malaga after an environmental festival,https://x.com/JohnnyGagadas/status/1805375924495695889,2024-07-03 15:13:00.000
173,Debunk,https://demagog.org.pl/fake_news/szczepionki-przeciw-covid-19-nie-byly-przebadane-falsz/,COVID-19 vaccines were not tested? False,Direct,PL,The vaccines have not been adequately studied because they were introduced within a year of the pandemic,https://www.threads.net/@skaczylo_dawid/post/C7-is13iPLU?fbclid=IwZXh0bgNhZW0CMTAAAR0gGxgA1Os3js2TqODanUHyhnhzBPTyHYfx6SNOfKf7HKoOTumCOp9f6mI_aem_Eba8bO4fte9xKeSthpqRfg,2024-07-03 15:12:35.000
174,Debunk,https://faktencheck.afp.com/doc.afp.com.362444X,Cycling remains allowed in Germany without a driver's license,Direct,DE,"From 2025, there will be a driving license requirement for cyclists",https://www.facebook.com/fkoletnik/posts/pfbid0nxf2CDg7ZiaXTQYk7ssHPd1yoRdvjk1QAufRECZAmrfwed3mNMxPdN8o2niHhT3xl,2024-07-03 14:47:00.000
175,Debunk,https://factual.afp.com/doc.afp.com.362K6H8,Sun protection is safe and necessary to prevent skin injuries,Indirect,ES,Sunscreens block the synthesis of vitamin D and have toxic substances,https://t.me/dra_olaya_oficial/53,2024-07-03 13:36:00.000
176,Debunk,https://factchecknederland.afp.com/doc.afp.com.34ZM2W3,A controversial study led to misleading claims about corona vaccines and excess mortality,Indirect,NL,New research shows that coronavirus vaccines have increased mortality,https://www.facebook.com/marcelhuberts0/posts/pfbid02ni8cYyxL1zg8cDyHqeNKYpKTHMBMQexWanVqDjFg6cgLmpFCCMNw2NWWEzaG9iktl,2024-07-03 13:06:44.334
177,Debunk,https://verifica.efe.com/le-pen-fin-islam-elecciones-francia/,There is no evidence that Le Pen said that his victory would bring about the end of Islam,Direct,ES,Marine Le Pen said that the end of Islam was closer after her party won the elections in France,https://www.facebook.com/groups/91680467713/posts/10159700768292714/,2024-07-03 12:29:04.000
178,Debunk,https://mythdetector.ge/en/was-the-slogan-death-to-the-church-and-god-used-at-the-greek-pride/,Was the slogan “Death to the Church and God” used at the Greek Pride?,Indirect,GE,Participants used the slogan “Death to the Church and God” at the Greek Pride,https://www.facebook.com/100095361766480/posts/1525320238332483/,2024-07-03 12:18:34.000
179,Debunk,https://www.dogrula.org/dogrulamalar/goruntuler-kayseride-cocuk-istismari-iddiasi-sonrasi-baslayan-olaylarda-mi-kaydedildi/,Was the footage recorded during the events that erupted in Kayseri after an allegation of child abuse?,Indirect,TR,"Allegation that the footage was recorded during incidents in Kayseri after an allegation of child abuse
The video has been circulating since April 2024.
The earliest postings of the video indicate that it is from a fight in Morocco in which sharp objects were used",https://archive.md/kRERG,2024-07-03 11:51:14.000
180,Debunk,https://demagog.org.pl/fake_news/omenaa-mensah-nie-zyje-to-kolejna-proba-scamu/,Omena Mensah is dead? This is another scam attempt,Indirect,PL,Omenaa Mensah is dead,https://www.facebook.com/permalink.php?story_fbid=pfbid0CohGNVpMYofZMJvixknBqDtsKcf92NrzJkWkyrLyAibXzLcYmtW4xnLZxmcc7j9Jl&id=100059733303168,2024-07-03 10:57:51.000
181,Debunk,https://demagog.org.pl/fake_news/%d0%bem%d0%b5n%d0%b0%d0%b0-%d0%bc%d0%b5n%d1%95%d0%b0h-nie-zyje-to-kolejna-proba-scamu/,О﻿m﻿е﻿n﻿а﻿а﻿ ​М﻿е﻿n﻿ѕ﻿а﻿h is dead? This is another scam attempt,Indirect,PL,Omenaa Mensah is dead,https://www.facebook.com/permalink.php?story_fbid=pfbid0CohGNVpMYofZMJvixknBqDtsKcf92NrzJkWkyrLyAibXzLcYmtW4xnLZxmcc7j9Jl&id=100059733303168,2024-07-03 09:40:55.000
182,Debunk,https://info-veritas.com/desinformacion-video-no-gay-palestina-tejado/,This video doesn't show a “gay man in Palestine” being thrown from a roof,Indirect,ES,"A gay man in Palestine is brutally thrown off a roof by Hamas militants, only to be stoned by a crowd as he dies.

Most members of the LGBTQ+ community in the West support a regime that commits such atrocities",https://x.com/GabyLob/status/1807884544135291191,2024-07-03 09:39:30.000
183,Debunk,https://factcheckgreek.afp.com/doc.afp.com.362E7ZM,High temperatures in 1965 do not disprove climate change,Indirect,GR,Climate change is a lie because Greece has experienced high temperatures for a long time.,https://www.facebook.com/thomas.tsipas/posts/pfbid0PWmZTxEkdR9sSbXuVQdxTeTFse6JzWnF4KQc4ekPg23fiphjz64UGGNedz2fKX78l,2024-07-03 07:42:00.000
184,Debunk,https://maldita.es/malditobulo/20240703/olena-zelenska-zelenski-bugatti-paris/,"Misinformation about Olena Zelenska, Zelenski's wife, and the alleged purchase of a Bugatti Tourbillon car for 4.5 million euros in Paris",Indirect,ES,"Olena Zelenska, Zelenski's wife, buys a Bugatti Tourbillon for 4.5 million euros",https://x.com/Geopolitik_2030/status/1807878161868509655,2024-07-03 00:00:00.000
185,Debunk,https://www.ellinikahoaxes.gr/2024/07/02/parapliroforisi-apo-tin-palaistiniaki-presveia-stin-kypro-schetika-me-proin-omiro-tou-israil/,Misinformation from the Palestinian embassy in Cyprus with an irrelevant photo that does not show a former hostage of Israel,Indirect,GR,Photos show the before and after Palestinian hostage Badr Dahlan was taken by Israelis,https://www.facebook.com/PalestinianEmbassyinCyprus/posts/pfbid0znGwhdLpWd7N9MBenDVGnFb13xeSULBEWBq5KkJ1uED5E9QgDnQHupV7tr5JHfVul,2024-07-02 23:00:15.000
186,Debunk,https://www.tjekdet.dk/faktatjek/har-zelenskyjs-kone-koebt-en-ny-bugatti-sportsvogn-til-30-millioner-kroner,Has Zelensky's wife bought a new Bugatti sports car for $30 million?,Indirect,DK,"Volodymyr Zelensky's wife, Olena Zelenska, has bought a Bugatti in the French capital, Paris, for more than 30 million kronor",https://x.com/leandroptbr/status/1807789539034866137,2024-07-02 22:00:00.000
187,Debunk,https://verifica.efe.com/esposa-zelenski-no-comprado-bugatti-tourbillon/,Zelenski's wife hasn't bought the new Bugatti Tourbillon,Indirect,ES,"An invoice leaked by a Bugatti worker in Paris shows that the wife of the President of Ukraine, Volodymir Zelensky, has become the first buyer of the new Bugatti Tourbillon, valued at 4.5 million euros",https://x.com/_RicosNO/status/1807870161086538205,2024-07-02 18:03:20.000
188,Debunk,https://verifica.efe.com/guardia-civil-piso-barcelona-magrebi-empadronado-falso/,"It is false that there were 1,600 Maghrebis registered in an apartment in Barcelona to receive aid",Indirect,ES,"The Guardia Civil locates an apartment in Barcelona where 1,600 Maghrebi are registered to receive aid, despite the fact that they actually reside in Morocco",https://www.facebook.com/antonio.repiso.35/posts/pfbid0XbPmziZapU93E9TDQctZaG7WdNuc2FVnTbQ8fnwqvqHpnoPAgP6Mz4oTAWG9KCndl,2024-07-02 17:12:55.000
189,Factcheck,https://demagog.org.pl/wypowiedzi/wydatki-na-wojsko-a-nadmierny-deficyt-co-czeka-polske/,Military Spending and Excessive Deficit. What awaits Poland?,Direct,PL,"Some of the Polish commentators said that perhaps this procedure [against Poland - demagog] will not happen, because the European Union changed the excessive deficit procedure a little and allowed defense spending not to be counted. And since we were spending a ton of hay on defense, it was a chance that we wouldn't get caught up in this procedure. Do you know what the European Union said about this? That you don't spend that money on defense at all, that your military spending is now very high, more than 4 percent. GDP, this is only half the expenditure on defense, i.e. 2.1, the rest is not on defense at all. [...] the money you spend on the purchase of equipment, you only pay advances, and you will see this equipment in 4, 5, 6 years. Therefore, we will not count your expenditure on equipment that is not yet available to you in lowering this criterion under the excessive deficit procedure",https://youtu.be/12tyC2gA8vw?feature=shared&t=1445,2024-07-02 17:04:55.000
190,Debunk,https://demagog.org.pl/fake_news/zona-zelenskiego-kupila-bugatti-rosyjski-fejk-z-uzyciem-ai/,Zelensky's wife bought a Bugatti? Russian fake using AI,Indirect,PL,"Olena Zelenska bought Bugatti in Paris, as evidenced by, among other things, the invoice",https://x.com/i/status/1807774973047758873,2024-07-02 16:26:35.000
191,Debunk,https://www.factchecker.gr/2024/07/02/olena-zelenska-didnt-buy-a-bugatti-turbillon/,Russian propaganda: Zelensky's wife did NOT buy a Bugatti Turbillon for 4.5 million euros,Indirect,GR,Olena Zelenska bought a 4.5 million euro Bugatti Turbillon,https://x.com/loraavra/status/1807808947069272441,2024-07-02 14:59:17.000
192,Debunk,https://www.newtral.es/manifestantes-esvastica-francia-marine-le-pen/20240702/,This photo of demonstrators holding Palestinian flags and a swastika is not from a protest in France against Marine Le Pen,Indirect,ES,This image shows demonstrators carrying Palestinian flags and a swastika protesting against Marine Le Pen following the result of the first round of the French legislative elections.,https://x.com/vitoquiles/status/1807572412315181198,2024-07-02 14:46:53.000
193,Debunk,https://demagog.org.pl/fake_news/dzieci-amiszow-sa-zdrowsze-bo-nie-sa-szczepione-sprawdzamy-to/,"Dzieci amiszów są zdrowsze, bo nie są szczepione? Sprawdzamy to",Indirect,PL,There is no autism among Amish children because they are not vaccinated,https://www.facebook.com/100070309354980/posts/328417690326210/,2024-07-02 11:46:37.000
194,Factcheck,https://factchecknederland.afp.com/doc.afp.com.34ZP749,EU MEP makes misleading claims about COVID-19 vaccines,Direct,NL,There is evidence that mRNA injections have killed as many as 17 million people. The mRNA vaccines were never tested.,https://www.facebook.com/sabinevanzummeren/posts/380333548351628/,2024-07-02 11:39:55.113
195,Debunk,https://mythdetector.ge/en/the-claim-that-olena-zelenska-bought-a-bugatti-tourbillon-was-disseminated-by-a-newly-created-anti-ukrainian-website/,The Claim that Olena Zelenska Bought a Bugatti Tourbillon was Disseminated by a Newly-created Anti-Ukrainian Website,Indirect,GE,Olena Zelenska Bought a Bugatti Tourbillon,https://www.facebook.com/100063715082789/posts/995069812626846,2024-07-02 11:23:24.000
